GW_CSA_AAA,Strengthened Security Patrol 
TEXT_TOOLTIP_YONKA,Sair Yonka was a Commenori officer who protected the Outer Rim from pirates in the early years of the Galactic Civil War. After Endor, several warlords offered him a position in their regimes, but Yonka remained loyal to Ysanne Isard; however, her tactics left him disillusioned, and Yonka eventually defected to the New Republic with his ship and crew.
TEXT_TOOLTIP_YORR,One of the few members of Onyx Squadron who were test pilots for the Empire's many experimental projects, Yorr was a highly respected pilot and would be one of the chosen few to test the TIE Defender project. His service would culminate with joining Onyx Squadron, where his skills would be recognised by Darth Vader and he, alongside Jendon, would be assigned to pilot Vader's personal shuttle. Following the destruction of the Death Star II, Yorr would rejoin ranks with Onyx Squadron.
TEXT_TOOLTIP_YRROS,Graduating top of his class at the prestigious Raithal Academy, Naem Yrros would rise to the rank of General rapidly and gained command of part of the occupation force on the planet Rhamalai, an agriworld populated by the peaceful Cherishites.
TEXT_TOOLTIP_YUDRAB_FIGHTER,A heavily armed Garwian starfighter. Their lasers and ion cannons are deadly weapons in dogfights and their assault missiles are a menacing weapon to the hull of capital ships.
TEXT_TOOLTIP_YZ_775,A large light freighter developed shortly after the Clone Wars. The YZ-775 is unusually heavily armed and can be pressed into service as a light warship with little modification. Carries varied guns and munitions to be effective against all types of targets when in equal mass.
TEXT_TOOLTIP_YZ_775_GROUP,Group: 15x YZ-775 Medium Freighter
TEXT_TOOLTIP_YZ_775_HULL,Hull: 240 (Gunship)
TEXT_TOOLTIP_YZ_775_MOVE,Speed: 4.9 | Accel: 0.25 | Turn: 4.0
TEXT_TOOLTIP_YZ_775_SHIELD,Shields: 225 / [4.5/R] (Gunship)
TEXT_TOOLTIP_YZ_775_SQUADRON,Squadron: 3x YZ-775 Medium Freighter
TEXT_TOOLTIP_YZ_775_WEAP1,1x Fighter Turbolaser: 2 / 2.0s / 4.0km
TEXT_TOOLTIP_YZ_775_WEAP2,2x Heavy Fighter Laser Cannons: 4 / 2.0s / 2.0km
TEXT_TOOLTIP_YZ_775_WEAP3,1x Light Concussion Missile: 1 / 25.0s / 3.0km
TEXT_TOOLTIP_YZ_775_WEAP4,1x Light Proton Torpedo: 1 / 25.0s / 3.0km
TEXT_TOOLTIP_YZU,Malfkla Yzu was Imperial Navy Admiral in the 15th Deep Core Reserve Fleet. Yzu would become an Imperial Warlord following the death of the Emperor Palpatine and based himself around the Deep Core. The planetary governor of Prakith, Foga Brill, was a close friend and advisor to Yzu which resulted in him being promoted to the rank of Moff by the now Warlord.
TEXT_TOOLTIP_Z_TIE,The Z-TIE was a variety of 'Ugly' starfighter, created by affixing the chassis of the Z-95 to the solar wings of the Imperial TIE Starfighter.
TEXT_TOOLTIP_ZA,A Prince of a wealthy Defel family that controls several major hyperspace routes, Za supported Carnor Jax's sabotage of Emperor Palpatine's clones using money he obtained from his family. For his contribution to Jax's plans, Za became a member of the Interim Ruling Council. This would not last, as after Jax's death, Xandel Carivus would succeed Jax and have all non-humans on the council removed and arrested.
TEXT_TOOLTIP_ZAKAR,Zakar was an ill-tempered general with a reputation for taking his anger out on his subordinates. He was part of the force the Empire used to enforce peace during the Garosian Civil War and remained part of the garrison left on Garos IV which was important for the mining of Hibridium for use in cloaking devices. The mining operations would be the focal point of the planetary rebellion that Zakar was never able to crush.
TEXT_TOOLTIP_ZAM_BASDOR,Zam Basdor was an Imperial dignitary in service to Admiral Pellaeon. Basdor acted as a spy for Ennix Devian, and it was Basdor's reports on Pellaeon's planned peace deal with the New Republic that allowed Devian to sabotage it and kill Feena D'Asta.
TEXT_TOOLTIP_ZED,A middle-aged officer raised in family of strict military discipline, Akal Zed was given his first command during the Battle of Fleyars IV when his ships captain was killed. He would earn command of the ISD Stalker, where first assignment was to suppress an uprising on Valera. While successful, Zed lost several vessels due to his flawed plans and he was transferred to the Elrood Sector as punishment. There Zed developed a rivalry with Tanda Pryl, constantly trying to one-up what he viewed as a spoiled upstart in the eyes of Moff Villis Andal. Zed's ship was briefly assigned to Death Squadron and returned to Elrood following the Imperial retreat at Endor.
TEXT_TOOLTIP_ZSINJ,Son of Maarisa Zsinj, Zsinj was tasked to hunt down his rogue mother, and for his matricide was the first to earn the title Warlord of the Empire. After the Battle of Yavin, Zsinj blockaded Dathomir for Palpatine, and was rewarded with the Super Star Destroyer Brawl. In the upheaval following Endor, Zsinj established a powerful warlord state while pretending to be a loyal servant of the Empire, and renamed Brawl after his first command, Iron Fist.
TEXT_TOOLTIP_ZSINJ_UPGRADE,Upgrade: Executor
TEXT_TOOLTIP_ZUMA,Mander Zuma was a Jedi archivist who learned from Tionne Solusar. He came to the Force late in life and it showed, as he was not the heroic figure of legend many assumed all Jedi were. Though he was not the most confident or skilled knight, he was charismatic and creative and deeply in tune with the Force when he learned to listen.
TEXT_TOOLTIP_ZUMA_HEALTH,Health: 200 [2%/5s] (Hero)
TEXT_TOOLTIP_ZUMA_MOVE,Speed: 1.2
TEXT_TOOLTIP_ZUMA_WEAP1,1x Lightsaber: 1 / 0.2s / 1m
TEXT_TR_MAIN_MENU_THEME_CREDIT,"Beyond the Stars" by Arturo Díez Boscovich - soundcloud.com/arturoboscovich
TEXT_TRIFOIL_SQUADRON,Trifoil Fighter Squadron
TEXT_TRIFOIL_SQUADRON_HALF,Trifoil Fighter Squadron 1/2
TEXT_TRIFOIL_SQUADRON_THIRD,Trifoil Fighter Squadron 1/3
TEXT_TRIFOIL_SQUADRON2,Trifoil Fighter Squadron x2
TEXT_TRIFOIL_SQUADRON3,Trifoil Fighter Squadron x3
TEXT_UGLY_SQUADRON,'Ugly' Fighter Squadron
TEXT_UGLY_SQUADRON_HALF,'Ugly' Fighter Squadron 1/2
TEXT_UGLY_SQUADRON2,'Ugly' Fighter Squadron x2
TEXT_UNIT_1H_TANK,Imperial-class 1-H Repulsortank
TEXT_UNIT_1H_TANK_COMPANY,1-H Repulsortank Company
TEXT_UNIT_1L_TANK,Imperial-class 1-L Repulsortank
TEXT_UNIT_1L_TANK_COMPANY,1-L Repulsortank Company
TEXT_UNIT_1M_TANK,Imperial-class 1-M Repulsortank
TEXT_UNIT_1M_TANK_COMPANY,1-M Repulsortank Company
TEXT_UNIT_2M_CHERI_REPULSORTANK,2-M Cheri Repulsortank
TEXT_UNIT_2M_CHERI_REPULSORTANK_COMPANY,2-M Cheri Repulsortank Company
TEXT_UNIT_2M_REPULSOR_TANK,2-M Repulsor Tank
TEXT_UNIT_2M_REPULSOR_TANK_COMPANY,2-M Repulsor Tank Company
TEXT_UNIT_64Y_SLED,64-Y Swift 3 Repulsor Sled
TEXT_UNIT_64Y_SLED_COMPANY,64-Y Swift 3 Repulsor Sled Company
TEXT_UNIT_A_WING,A-wing
TEXT_UNIT_A_WING_GREEN_SQUADRON,A-wing, Green Squadron
TEXT_UNIT_A9,A-9 Vigilance
TEXT_UNIT_A9_HALF,A-9 Vigilance 1/2
TEXT_UNIT_A92,A-9 Vigilance x2
TEXT_UNIT_AA5_TRUCK,A-A5 Speeder Truck
TEXT_UNIT_AA5_TRUCK_COMPANY,A-A5 Speeder Truck Company
TEXT_UNIT_AA70_TRUCK,AA-70 Command Speeder
TEXT_UNIT_AA70_TRUCK_COMPANY,AA-70 Command Speeder Company
TEXT_UNIT_AAC_1,AAC-1 Hovertank
TEXT_UNIT_AAC_1_COMPANY,AAC-1 Hovertank Company
TEXT_UNIT_AAC_2,AAC-2 Hovertank
TEXT_UNIT_AAC_2_COMPANY,AAC-2 Hovertank Company
TEXT_UNIT_AAC_3,AAC-3 Hovertank
TEXT_UNIT_AAC_3_COMPANY,AAC-3 Hovertank Company
TEXT_UNIT_AAC3_RESEARCH,Research AAC-3 Hovertank
TEXT_UNIT_ACCLAMATOR_PATROL,Acclamator Patrol Cruiser
TEXT_UNIT_ACTION_VI_REFIT,Imperial Patrol Action VI
TEXT_UNIT_ACTIVE,Active Fast Attack Frigate
TEXT_UNIT_ADZ,Adz Patrol Destroyer
TEXT_UNIT_AEGEL_MIYTIL_BOMBER,Aegel Squadron Miy'til Bomber
TEXT_UNIT_AFAVOS,Afavos Groundlion
TEXT_UNIT_AGAVE_CORVETTE,Agave Corvette
TEXT_UNIT_AGGRESSOR_SD,Aggressor Star Destroyer
TEXT_UNIT_AIRSTRAEKER,AirStraeker
TEXT_UNIT_AIRSTRAEKER_COMPANY,AirStraeker Wing
TEXT_UNIT_ALLEGIANCE,Allegiance Battlecruiser
TEXT_UNIT_ALTOR,Altor Replenishment Ship
TEXT_UNIT_ALTOR_TRANSPORT,Altor Transport Ship
TEXT_UNIT_ARACK,A-rack
TEXT_UNIT_ARACK_COMPANY,A-rack Company
TEXT_UNIT_ARACK_LOCAL,PDF A-rack
TEXT_UNIT_ARACK_LOCAL_COMPANY,PDF A-rack Company
TEXT_UNIT_ARAMADIA,Aramadia Star Dreadnought
TEXT_UNIT_ARATECH_BP,Aratech Battle Platform
TEXT_UNIT_ARC170_127TH,ARC-170, 127th Gunship Wing
TEXT_UNIT_ARC170_SHADOW,ARC-170, Shadow Squadron
TEXT_UNIT_ARMADIA,T-Type Thrustship
TEXT_UNIT_ARMORED_INTERCEPTOR,Armored TIE Interceptor
TEXT_UNIT_ARMORED_INTERCEPTOR_RESEARCH,Research: Armored TIE Interceptor
TEXT_UNIT_ARMY_COMMANDO,Army Commando
TEXT_UNIT_ARMY_COMMANDO_LIEUTENANT,Army Commando Officer
TEXT_UNIT_ARMY_COMMANDO_PLATOON,Army Commando Platoon
TEXT_UNIT_ARMY_COMMANDO_PROTON,Army Commando Anti-Vehicle
TEXT_UNIT_ARMY_COMMANDO_SQUAD,Army Commando Squad
TEXT_UNIT_ARMYGUARD,Army Guard
TEXT_UNIT_ARMYGUARD_AT_HEAVY,Army Guard Heavy AT
TEXT_UNIT_ARMYGUARD_AT_ION,Army Guard Ion Trooper
TEXT_UNIT_ARMYGUARD_GRENADIER,Army Guard Grenadier
TEXT_UNIT_ARMYGUARD_GUNNER_LIGHT,Army Guard Light Gunner
TEXT_UNIT_ARMYGUARD_LIEUTENANT,Army Guard Lieutenant
TEXT_UNIT_ARMYGUARD_PLATOON,Army Guard Platoon
TEXT_UNIT_ARMYGUARD_SERGEANT,Army Guard Sergeant
TEXT_UNIT_ARMYGUARD_SQUAD,Army Guard Squad
TEXT_UNIT_ARMYSPECIAL,Army Special Missions Trooper
TEXT_UNIT_ARMYSPECIAL_ENGINEER,Army Special Missions Trooper Engineer
TEXT_UNIT_ARMYSPECIAL_GRENADIER,Army Special Missions Trooper Grenadier
TEXT_UNIT_ARMYSPECIAL_GRENADIER2,Army Special Missions Trooper Grenadier
TEXT_UNIT_ARMYSPECIAL_GUNNER_HEAVY,Army Special Missions Trooper Heavy Gunner
TEXT_UNIT_ARMYSPECIAL_GUNNER_LIGHT,Army Special Missions Trooper Light Gunner
TEXT_UNIT_ARMYSPECIAL_HEAVY_AT,Army Special Missions Trooper Heavy AT
TEXT_UNIT_ARMYSPECIAL_LIEUTENANT,Army Special Missions Trooper Lieutenant
TEXT_UNIT_ARMYSPECIAL_PLATOON,Army Special Missions Platoon
TEXT_UNIT_ARQUITENS_REFIT,Arquitens Light Cruiser Refit
TEXT_UNIT_ASCENDANCY_SD,Ascendancy Star Destroyer
TEXT_UNIT_ASSAULT_ARMYSPECIAL_SQUAD,Army Special Missions Rifleman Squad
TEXT_UNIT_ASSAULT_ARMYTROOPER_SQUAD,Army Trooper Anti-Personnel Squad
TEXT_UNIT_ASSAULT_FRIGATE,Assault Frigate-I
TEXT_UNIT_ASSAULT_FRIGATE_II,Assault Frigate-II
TEXT_UNIT_ASSAULT_STORMTROOPER_SQUAD,Stormtrooper Carbineer Squad
TEXT_UNIT_ASSERTOR,Assertor Star Dreadnought
TEXT_UNIT_AST5,AST-5 Armored Sentinel Transport
TEXT_UNIT_AST5_COMPANY,AST-5 Armored Sentinel Transport Wing
TEXT_UNIT_AT_AA_FLAK_WALKER,AT-AA Walker (Flak Laser)
TEXT_UNIT_AT_AA_FLAK_WALKER_COMPANY,AT-AA Walker (Flak Laser) Company
TEXT_UNIT_AT_AA_MISSILE_WALKER,AT-AA Walker (Flak Missile)
TEXT_UNIT_AT_AA_MISSILE_WALKER_COMPANY,AT-AA Walker (Flak Missile) Company
TEXT_UNIT_AT_AA_WALKER,AT-AA Walker (Flak Pod)
TEXT_UNIT_AT_AA_WALKER_COMPANY,AT-AA Walker (Flak Pod) Company
TEXT_UNIT_AT_AI_WALKER,AT-AA Walker (Concussion Missile)
TEXT_UNIT_AT_AI_WALKER_COMPANY,AT-AA Walker (Concussion Missile) Company
TEXT_UNIT_AT_AT_REFIT,Turbolaser Refit AT-AT Walker
TEXT_UNIT_AT_AT_WALKER,AT-AT Walker
TEXT_UNIT_AT_MP_COMPANY,AT-MP Walker Company
TEXT_UNIT_AT_MP_WALKER,AT-MP Walker
TEXT_UNIT_AT_ST_A_WALKER,AT-ST/A Walker
TEXT_UNIT_AT_ST_A_WALKER_COMPANY,AT-ST/A Walker Company
TEXT_UNIT_AT_ST_WALKER,AT-ST Walker
TEXT_UNIT_AT_ST_WALKER_COMPANY,AT-ST Walker Company
TEXT_UNIT_B_WING,B-wing
TEXT_UNIT_B_WINGE,B-wing/E
TEXT_UNIT_BAC,Bothan Assault Cruiser
TEXT_UNIT_BAIDAM,Baidam Corvette
TEXT_UNIT_BAKURAN_GPA,General Purpose Attack Fighter
TEXT_UNIT_BAKURASD,Bakura Destroyer
TEXT_UNIT_BAOMU,Baomu Support Ship
TEXT_UNIT_BATTLE_HORN,Battle Horn Bulk Cruiser
TEXT_UNIT_BATTLEDRAGON,Hapes Battle Dragon
TEXT_UNIT_BELARUS_CRUISER,Belarus Cruiser
TEXT_UNIT_BELLATOR,Bellator Star Dreadnought
TEXT_UNIT_BETA,Beta Cruiser
TEXT_UNIT_BOTHAN_SPY,Bothan Spy Squad
TEXT_UNIT_BOUHALEC,Bou'Halec Star Dreadnought
TEXT_UNIT_BROADSIDE_CRUISER,Broadside Cruiser
TEXT_UNIT_BTLA4_Y_WING,BTL-A4 Y-wing
TEXT_UNIT_BUCCANEER_CORVETTE,Buccaneer Corvette
TEXT_UNIT_BULWARK_III,Bulwark-III Battlecruiser
TEXT_UNIT_BWINGE_RESEARCH,Research B-wing/E
TEXT_UNIT_C_TYPE_THRUSTSHIP,C-type Thrustship
TEXT_UNIT_C10,C-10 Siege Tower
TEXT_UNIT_CANDEROUS_TANK,Canderous Assault Tank
TEXT_UNIT_CANDEROUS_TANK_LASERS,PDF Canderous Assault Tank
TEXT_UNIT_CC7700,CC-7700
TEXT_UNIT_CC7700E,CC-7700/E
TEXT_UNIT_CEDF_HONOR_GUARD,CEDF Honor Guard
TEXT_UNIT_CEDF_HONOR_GUARD_SGT,CEDF Honor Guard Sergeant
TEXT_UNIT_CEDF_HONOR_GUARD_SQUAD,CEDF Honor Guard Squad
TEXT_UNIT_CHAF_DESTROYER,Chaf Star Destroyer
TEXT_UNIT_CHARIOT_LAV,LAVr QH-7 Chariot
TEXT_UNIT_CHARUBAH,Charubah Frigate
TEXT_UNIT_CHISS_BODYGUARD,Chiss Bodyguard
TEXT_UNIT_CHISS_BODYGUARD_GRENADIER,Chiss Bodyguard Grenadier
TEXT_UNIT_CHISS_BODYGUARD_SGT,Chiss Bodyguard Sergeant
TEXT_UNIT_CHISS_BODYGUARD_SQUAD,Chiss Bodyguard Squad
TEXT_UNIT_CHISS_PHALANX_TROOPER,Household Phalanx Trooper
TEXT_UNIT_CHISS_PHALANX_TROOPER_ASSAULT_SQUAD,Household Phalanx Trooper Assault Squad
TEXT_UNIT_CHISS_PHALANX_TROOPER_CARBINER,Household Phalanx Trooper Carbineer
TEXT_UNIT_CHISS_PHALANX_TROOPER_CARBINER_GRENADIER,Household Phalanx Trooper Carbineer Grenadier
TEXT_UNIT_CHISS_PHALANX_TROOPER_GUNNER_LIGHT,Household Phalanx Trooper Light Gunner
TEXT_UNIT_CHISS_PHALANX_TROOPER_HEAVY_AT,Household Phalanx Trooper Heavy AT
TEXT_UNIT_CHISS_PHALANX_TROOPER_HEAVY_SQUAD,Household Phalanx Trooper Heavy Squad
TEXT_UNIT_CHISS_PHALANX_TROOPER_LT,Household Phalanx Trooper Lieutenant
TEXT_UNIT_CHISS_PHALANX_TROOPER_PLATOON,Household Phalanx Trooper Platoon
TEXT_UNIT_CHISS_PHALANX_TROOPER_RIFLEMAN,Household Phalanx Trooper Rifleman
TEXT_UNIT_CHISS_PHALANX_TROOPER_RIFLEMAN_GRENADIER,Household Phalanx Trooper Rifleman Grenadier
TEXT_UNIT_CHISS_PHALANX_TROOPER_SERGEANT,Household Phalanx Trooper Sergeant
TEXT_UNIT_CHRYSALIDE,Chrysalide Beast
TEXT_UNIT_CHRYSALIDE_COMPANY,Chrysalide Beast Company
TEXT_UNIT_CITADEL_GUARDSMAN,Citadel Guardsman
TEXT_UNIT_CITADEL_GUARDSMAN_GRENADIER,Citadel Guardsman Grenadier
TEXT_UNIT_CITADEL_GUARDSMAN_PLATOON,Citadel Guardsman Platoon
TEXT_UNIT_CITADEL_GUARDSMAN_SQUAD,Citadel Guardsman Squad
TEXT_UNIT_CITADEL_WATCHMAN,Citadel Watchman
TEXT_UNIT_CLASS_I_DROID_COMPANY,Class I Defense Droid Company
TEXT_UNIT_CLUTCH,Clutch Fighter
TEXT_UNIT_CLUTCH_BOLT,Clutch Fighter, Bolt Squadron
TEXT_UNIT_COMM_BATTLECRUISER,Communications Battlecruiser
TEXT_UNIT_COMPELLOR,Compellor Battlecruiser
TEXT_UNIT_COMPFORCE_ASSAULT,CompForce Assault Trooper
TEXT_UNIT_COMPFORCE_ASSAULT_GRENADIER,CompForce Assault Trooper Grenadier
TEXT_UNIT_COMPFORCE_ASSAULT_GUNNER_LIGHT,CompForce Assault Trooper Light Gunner
TEXT_UNIT_COMPFORCE_ASSAULT_LIEUTENANT,CompForce Assault Trooper Lieutenant
TEXT_UNIT_COMPFORCE_ASSAULT_PLATOON,CompForce Assault Trooper Platoon
TEXT_UNIT_COMPFORCE_ASSAULT_SERGEANT,CompForce Assault Trooper Sergeant
TEXT_UNIT_COMPFORCE_ASSAULT_SQUAD,CompForce Assault Trooper Squad
TEXT_UNIT_COMPFORCE_OBSERVE,CompForce Observe Trooper
TEXT_UNIT_COMPFORCE_OBSERVE_GRENADIER,CompForce Observe Trooper Grenadier
TEXT_UNIT_COMPFORCE_OBSERVE_POLITICAL_OBSERVER,CompForce Observe Trooper Political Observer
TEXT_UNIT_COMPFORCE_OBSERVE_SERGEANT,CompForce Observe Trooper Sergeant
TEXT_UNIT_COMPFORCE_OBSERVE_SQUAD,CompForce Observe Trooper Squad
TEXT_UNIT_CORELLIAN_CORVETTE_ASSASSIN,CR92a Assassin Corvette
TEXT_UNIT_CORONA,Corona Frigate
TEXT_UNIT_CORONA_RESEARCH,Research Corona Frigate
TEXT_UNIT_CORONAL,Coronal Fleet Tender
TEXT_UNIT_CORSEC_COMBAT_PROBOT,Combat Probot
TEXT_UNIT_CORSEC_COMBAT_PROBOT_PLATOON,Combat Probot Platoon
TEXT_UNIT_CORSEC_COMBAT_PROBOT_SQUAD,Combat Probot Squad
TEXT_UNIT_CRIMSON,Crimson Victory-II Star Destroyer
TEXT_UNIT_CRUSADER_GUNSHIP,Crusader Corvette
TEXT_UNIT_DARK_JEDI_DE,Dark Side Elite
TEXT_UNIT_DARK_JEDI_DE_COMPANY,Dark Side Elite Squad
TEXT_UNIT_DARK_RIDER,Dark Rider
TEXT_UNIT_DARK_STORMTROOPER,Dark Stormtrooper
TEXT_UNIT_DARK_STORMTROOPER_GUNNER_HEAVY,Dark Stormtrooper Heavy Gunner
TEXT_UNIT_DARK_STORMTROOPER_PLATOON,Dark Stormtrooper Platoon
TEXT_UNIT_DARK_STORMTROOPER_SERGEANT,Dark Stormtrooper Sergeant
TEXT_UNIT_DARK_STORMTROOPER_SQUAD,Dark Stormtrooper Squad
TEXT_UNIT_DARKSABER,Darksaber
TEXT_UNIT_DARKTROOPER_P2,Phase II Dark Trooper
TEXT_UNIT_DARKTROOPER_P2_PLATOON,Dark Trooper Phase II Platoon
TEXT_UNIT_DARKTROOPER_P2_SQUAD,Dark Trooper Phase II Squad
TEXT_UNIT_DAUNTLESS,Dauntless Heavy Cruiser
TEXT_UNIT_DAUNTLESS_TRANSPORT,Dauntless Heavy Transport
TEXT_UNIT_DEATHHAWK,"Deathhawk" Combat Airspeeder
TEXT_UNIT_DEATHHAWK_COMPANY,"Deathhawk" Combat Airspeeder Wing
TEXT_UNIT_DEATHSEED,Deathseed
TEXT_UNIT_DECIMATOR_SQUADRON,VT-49 Decimator Squadron
TEXT_UNIT_DEFENDER,Defender Starfighter
TEXT_UNIT_DEFENDER_CARRIER,Defender Assault Carrier
TEXT_UNIT_DEFILER,Defiler
TEXT_UNIT_DEFILER_DISRUPTOR,Defiler Disruptor
TEXT_UNIT_DEFILER_GUNNER_LIGHT,Defiler Light Gunner
TEXT_UNIT_DEFILER_PLATOON,Defiler Platoon
TEXT_UNIT_DEFILER_SQUAD,Defiler Squad
TEXT_UNIT_DELTA_JV7,Delta JV-7 Escort Shuttle
TEXT_UNIT_DELTA_JV7_GROUP,Delta JV-7 Escort Shuttle Group
TEXT_UNIT_DELTA_JV7_SQUADRON,Delta JV-7 Escort Shuttle Squadron
TEXT_UNIT_DESERT_SAIL20,Desert Sail-20 Skiff
TEXT_UNIT_DESERT_SAIL20_COMPANY,Desert Sail-20 Skiff Company
TEXT_UNIT_DESTROYER_DROID_MK2_HUNTER,Destroyer Droid-II Hunter
TEXT_UNIT_DESTROYER_DROID_MK2_HUNTER_COMPANY,Destroyer Droid-II Hunter Company
TEXT_UNIT_DESTROYER_DROID_MK2_TURRET,Destroyer Droid-II Turret
TEXT_UNIT_DESTROYER_DROID_MK2_TURRET_COMPANY,Destroyer Droid-II Turret Company
TEXT_UNIT_DIE_WING,TYE-wing
TEXT_UNIT_DOMINATOR,Interdictor Star Destroyer
TEXT_UNIT_DOMINION,Dominion
TEXT_UNIT_DRAGON,Dragon Heavy Cruiser
TEXT_UNIT_DREADNAUGHT_KATANA,Katana Dreadnaught Heavy Cruiser
TEXT_UNIT_DREXL,Drexl-class Starfighter
TEXT_UNIT_DROID_BOMB_FALSE_181ST,Droid Bomb (disguised as 181st TIE/in)
TEXT_UNIT_E_WING,E-wing/B
TEXT_UNIT_E_WING_PROTOTYPE,E-wing/A
TEXT_UNIT_ECLIPSE,Eclipse Star Dreadnought
TEXT_UNIT_EFODIO,Efodio Nightdragon Fleet Tender
TEXT_UNIT_EG_STORMTROOPER,Elite Guard Stormtrooper
TEXT_UNIT_EG_STORMTROOPER_AT_HEAVY,Elite Guard Stormtrooper Heavy AT
TEXT_UNIT_EG_STORMTROOPER_GRENADIER,Elite Guard Stormtrooper Grenadier
TEXT_UNIT_EG_STORMTROOPER_GUNNER_LIGHT,Elite Guard Stormtrooper Light Gunner
TEXT_UNIT_EG_STORMTROOPER_SERGEANT,Elite Guard Stormtrooper Sergeant
TEXT_UNIT_EG_STORMTROOPER_SQUAD,Elite Guard Stormtrooper Squad
TEXT_UNIT_EIDOLON,KDY Strike
TEXT_UNIT_ELITE_TIE_RAPTOR,Elite TIE Raptor
TEXT_UNIT_EMPAA,E-MP-AA
TEXT_UNIT_EMPAA_COMPANY,E-MP-AA Company
TEXT_UNIT_EMPAV,E-MP-AV
TEXT_UNIT_EMPAV_COMPANY,E-MP-AV Company
TEXT_UNIT_ENDURANCE,Endurance Star Destroyer
TEXT_UNIT_ENFORCER_MEDIC_SQUAD,Enforcer Trooper Medic Squad
TEXT_UNIT_ENFORCER_PICKET,Enforcer Picket Ship
TEXT_UNIT_ENFORCER_TROOPER,Enforcer Trooper
TEXT_UNIT_ENFORCER_TROOPER_AT_LIGHT,Enforcer Trooper Light AT
TEXT_UNIT_ENFORCER_TROOPER_GRENADIER,Enforcer Trooper Grenadier
TEXT_UNIT_ENFORCER_TROOPER_LIEUTENANT,Enforcer Trooper Lieutenant
TEXT_UNIT_ENFORCER_TROOPER_PLATOON,Enforcer Trooper Platoon
TEXT_UNIT_ENFORCER_TROOPER_SERGEANT,Enforcer Trooper Sergeant
TEXT_UNIT_ENFORCER_TROOPER_SQUAD,Enforcer Trooper Squad
