TEXT_2_WARPOD_SQUADRON,#2 Warpod Squadron
TEXT_TOOLTIP_TAGGE,Battlecruisers commissioned by Tagge Company to defend their holdings from other corporations in a dangerous galaxy. While they are property of the House of Tagge, they were often offered to assist the Galactic Empire on missions the House saw achieving mutually beneficial results. As an early demonstration ship, they are notably outdated compared to Imperial-era vessels.
TEXT_TOOLTIP_TAGGE_HULL,Hull: 26200 (Capital)
TEXT_TOOLTIP_TAGGE_MOVE,Speed: 2.1 | Accel: 0.1 | Turn: 0.175
TEXT_TOOLTIP_TAGGE_SHIELD,Shields: 25000 / [62.5/R] (Capital)
TEXT_TOOLTIP_TAGGE_SQUADRON,Fighters: 5 / 10 | Bombers: 1 / 3
TEXT_TOOLTIP_TAGGE_WEAP1,4x Heavy Turbolasers: 2 / 1.25s / 7.7km
TEXT_TOOLTIP_TAGGE_WEAP2,12x Medium Dual Turbolasers: 2 / 1.5s / 6.7km
TEXT_TOOLTIP_TAGGE_WEAP3,4x Heavy Ion Cannons: 2 / 1.25s / 7.7km
TEXT_TOOLTIP_TAGGE_WEAP4,8x Heavy Laser Cannons: 2 / 0.5s / 5.2km
TEXT_TOOLTIP_TAGGE_WEAP5,8x Concussion Missiles: 2 / 4.69s / 4.7km
TEXT_TOOLTIP_TAGOONTA,Tagoonta was a Shell Hutt who led a modest criminal network. After troubles arose in Hutt Space, he fled to the far side of the galaxy to a transfer station in the unassuming Murk system.
TEXT_TOOLTIP_TARGRIM,The Riders of the Maelstrom are a pirate group that terrify the Maelstrom nebula nearly unopposed, save for the Rebel privateer Rodin Higron. The Riders' leader is a massive, four-armed pirate that supplements his fearsome reputation with genetic "donations" from vile crime bosses, which makes him an unpredictable set of multiple personalities, all of which are ruthless.
TEXT_TOOLTIP_TARGRIM_SQUADRON,Fighters: 10 / 20
TEXT_TOOLTIP_TARNTA,Tarnta Bane created the Consolidations Unlimited group to run a variety of criminal operations, from slaving to piracy to smuggling. Unusually for a slaver, he has a perpetually cheery disposition, always cracking jokes, caring for his men, and cheerfully wishing his victims "better luck next time". He will also kill anyone who crosses him with the same glee, as many who have underestimated his charming personality have found.
TEXT_TOOLTIP_TECTOR,The battle-oriented counterpart of the Imperator-class that shares the same base hull. It was developed alongside the ISD-1 during the Clone Wars but was never as popular among the Imperial Navy. Additional armor plating and structural reinforcement cover up the reactor dome and hangar bay which lends increased durability at the cost of a fighter escort. The weaponry consists of a powerful turbolaser battery but lacks the flexibility of its more common peer.
TEXT_TOOLTIP_TECTOR_HULL,Hull: 9218 (Capital)
TEXT_TOOLTIP_TECTOR_MOVE,Speed: 4.2 | Accel: 0.1 | Turn: 0.175
TEXT_TOOLTIP_TECTOR_SHIELD,Shields: 9000 / [45/R] (Capital)
TEXT_TOOLTIP_TECTOR_WEAP1,14x Medium Turbolasers: 2 / 1.0s / 6.3km
TEXT_TOOLTIP_TECTOR_WEAP2,2x Light Turbolasers: 2 / 0.77s / 5.3km
TEXT_TOOLTIP_TECTOR_WEAP3,3x Medium Laser Cannons: 2 / 0.47s / 4.3km
TEXT_TOOLTIP_TECTOR_WEAP4,1x Assault Concussion Missile: 6 / 22.5s / 7.3km
TEXT_TOOLTIP_TECTOR_WEAP5,1x Concussion Missile: 2 / 15.0s / 4.3km
TEXT_TOOLTIP_TEMPEST_CRUISER,An unusual combat cruiser design secretly developed by a fringe Hutt. While durable and flexible, the overall firepower was considered weak when compared to purely military contemporaries. Capable of trading fire with most target types while contributing a respectable amount of smallcraft to the fight as a result of its impressive cargo space.
TEXT_TOOLTIP_TEMPEST_CRUISER_HULL,Hull: 4000 (Heavy Frigate)
TEXT_TOOLTIP_TEMPEST_CRUISER_MOVE,Speed: 4.9 | Accel: 0.25 | Turn: 0.45
TEXT_TOOLTIP_TEMPEST_CRUISER_SHIELD,Shields: 3200 / [40/R] (Heavy Frigate)
TEXT_TOOLTIP_TEMPEST_CRUISER_SQUADRON,Fighters: 1 / 2 | Bombers: 0.5 / 1
TEXT_TOOLTIP_TEMPEST_CRUISER_WEAP1,4x Medium Turbolasers: 2 / 2.5s / 6.2km
TEXT_TOOLTIP_TEMPEST_CRUISER_WEAP2,2x Heavy Ion Cannons: 2 / 2.5s / 7.2km
TEXT_TOOLTIP_TEMPEST_CRUISER_WEAP3,2x Medium Laser Cannons: 2 / 0.5s / 4.2km
TEXT_TOOLTIP_TEMPEST_HERO_TENDER,Fleet Tender: 50 / 2.0s / 2.8km
TEXT_TOOLTIP_TEMPEST_RESEARCH,Completing this research option unleashes the Tempest Cruiser, including a new hero, Mika Anjiliac Chiera.
TEXT_TOOLTIP_TEMPLE_SECURITY,Security forces tasked with keeping the Jedi Temple secure from threats ranging anywhere from eccentrics to armed incursions. Their ranks drew from non-Force-sensitives and former Jedi unable to pass their trials who still sought to serve the Order. Temple Security's history with the Jedi Order spanned thousands of years, before both were crushed together by Order 66. The reestablishment of the Jedi Order under Luke Skywalker prompted a renewed need for security for the New Jedi Order's temple, with a new Temple Security formed from civilian recruits.
TEXT_TOOLTIP_TEMPLE_SECURITY_HEALTH,Health: 16 (Infantry)
TEXT_TOOLTIP_TEMPLE_SECURITY_MOVE,Speed: 1.0 
TEXT_TOOLTIP_TEMPLE_SECURITY_SQUAD,Squad: 8x Temple Security Trooper
TEXT_TOOLTIP_TEMPLE_SECURITY_SQUAD_WEAP1,6x Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_TEMPLE_SECURITY_SQUAD_WEAP2,1x Heavy Blaster Pistol: 1 / 1.5s / 220m
TEXT_TOOLTIP_TEMPLE_SECURITY_SQUAD_WEAP3,1x Light AV Missile Launcher: 1 / 9.0s / 280m
TEXT_TOOLTIP_TEMPLE_SECURITY_SQUAD_WEAP4,3x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_TEMPLE_SECURITY_WEAP1,1x A280 Blaster Rifle: 1 / 1.0s / 240m
TEXT_TOOLTIP_TEMPLE_SECURITY_WEAP2,1x DL-44 Blaster Pistol: 1 / 1.5s / 220m
TEXT_TOOLTIP_TEMPLE_SECURITY_WEAP3,1x MiniMag PTL Launcher: 1 / 9.0s / 320m
TEXT_TOOLTIP_TEMPLE_SECURITY_WEAP4,1x Thermal Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_THALASSIAN,The Thalassians are the oldest of the major slaving groups in the Outer Rim, alongside their bitter rivals the Zygerrians and Karazaks. They operate on a large scale, covertly supplying large mass labor for corporations and new colonies, or sourcing to unscrupulous Hutts. Undisciplined, savage, and feared, Thalassian slaveships enjoy piracy and mercenary work and will have few cares if half their targets are killed, or if their prey consists of other pirates, smugglers, and sometimes other Thalassians. Their convoys most often consist of a Kaloth Battlecruisers and Y164 transports.
TEXT_TOOLTIP_THETA_SHUTTLE,Built by Cygnus Spaceworks, the Theta-class T-2c shuttle is the follow-up design on an older shuttle design. 
TEXT_TOOLTIP_THETA_SHUTTLE_HULL,Hull: 250 (Gunship)
TEXT_TOOLTIP_THETA_SHUTTLE_MOVE,Speed: 4.0 | Accel: 0.05 | Turn: 0.55
TEXT_TOOLTIP_THETA_SHUTTLE_SHIELDS,Shields: 50 / [5/R] (Gunship)
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP1,1x Heavy Fighter Laser Cannon: 4 / 1.0s / 1.1km
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP2,1x Fighter Concussion Missile: 2 / 25.0s / 1.8km
TEXT_TOOLTIP_THETA_SHUTTLE_WEAP3,1x Aft Fighter Turbolaser: 1 / 3.0s / 1.4km
TEXT_TOOLTIP_TIE_BOMBER,A slow but more armoured than typical TIE-series craft with a large munitions pod that provides more capacity than most bomber models. It replaces the unpopular TIE/gt model and is a significant improvement over that design in individual metrics. Best used to attack larger enemy ships and space stations along with bombing runs against ground targets, but can provide missile fire in support of friendly squadrons in dogfights.
TEXT_TOOLTIP_TIE_FIGHTER,A speedy and maneuverable light fighter that became one of the most recognizable Imperial symbol after being chosen to standardize fighter models shortly after the Empire's founding. It is cheap and lacks shielding and adequate armor compared to other designs. It is best used en-masse to engage enemy fighters and bombers.
TEXT_TOOLTIP_TIE_POD,Spinoff design of the T.I.E. Starfighter line pushed into service during the last year of the Clone Wars. Overgunned but under-protected compared to the base design, the near-exclusive use of cloned pilots betrays their expendability in the name of enemies killed.
TEXT_TOOLTIP_TIE_STARFIGHTER,An upgrade of the Republic's T.I.E Starfighter, the TIE Starfighter was the first member of the TIE family designed in the Imperial era. The Empire needed vast numbers of fighters to occupy an entire galaxy, so the TIE Starfighter was quickly phased out in favor of the less durable, more mobile and less expensive TIE/ln (better known as the TIE Fighter).
TEXT_TOOLTIP_TNT,Originally a mining vehicle designed for the spice mines of Kessel during the era of the Republic, the Treaded Neutron Torch was adapted into military usage during the collapse of the Galactic Empire as makeshift assault tanks. A hull designed to survive perilous mine shafts offers a surprising amount of protection in combat and torches capable of melting easily through rock are also capable of burning their way through lots of other material that might see use on a battlefield.
TEXT_TOOLTIP_TNT_COMPANY,Company: 3x Treaded Neutron Torch
TEXT_TOOLTIP_TNT_HEALTH,Health: 250 (Heavy Vehicle)
TEXT_TOOLTIP_TNT_MOVE,Speed: 1.25 | Turn: 2.0 
TEXT_TOOLTIP_TNT_WEAP1,2x AV Beam Cannons: 12 / 2.5s / 320m
TEXT_TOOLTIP_TOBBA,A socialite of legendary excess, Tobba has been known to invite strangers down to visiting dockworkers to lavish parties aboard his ship. Banquets, shooting displays and more take place at these events, but the highlight is the Krayt dragons kept below decks being fed former business associates.
TEXT_TOOLTIP_TOSCAN_BOMBER,Use of the Toscan 8-Q kit's available heavy weapon and internal capacity capabilities is capable of producing a bomber model inferior to the later Y-wings it resembles.
TEXT_TOOLTIP_TOSCAN_GUNSHIP,Variation of the Toscan platform used produced by Sienar to testbed systems for the Skipray blastboat that were not present on the more CAS-oriented Turbostorm forebear. The up-gunned vessel with a large complement of weapons paired with the resilient frame results in a medium-heavy fighter dangerous beyond the design projections.
TEXT_TOOLTIP_TOSCAN_INTERCEPTOR,Pirate and privateer conversion of the Shobquix Toscan starfighter kit. Aggressively tuned power systems provide the base for modified engines and laser cannons that assist in running down targets compared to the stock model.
TEXT_TOOLTIP_TOSCAN_MISSILE,Open-frame starfighter kit designed by Shobquix Yards that initially floundered before becoming popular throughout the galaxy. While servicable in general performance the cost to produce legally was considered overly high. This common configuration includes a concussion missile launcher.
TEXT_TOOLTIP_TOSCAN_STOCK,Open-frame starfighter kit designed by Shobquix Yards that initially floundered before becoming popular throughout the galaxy. While servicable in general performance the cost to produce legally was considered overly high.
TEXT_TOOLTIP_TRONOX,Tronox was an influential Shell Hutt, a clan whose broad interest in technology takes many forms beyond their eponymous shells.
TEXT_TOOLTIP_TRONOX_HEALTH,Health: 250 [5%/5s] (Hero)
TEXT_TOOLTIP_TRONOX_MOVE,Speed: 1.5
TEXT_TOOLTIP_TRONOX_WEAP1,1x AV Laser Cannon: 1 / 1.0s / 240m
TEXT_TOOLTIP_TRONOX_WEAP2,1x Light Concussion Grenade: 1 / 15.0s / 200m
TEXT_TOOLTIP_TROONOL,Troonol was the commander of a Qunaalac task force that patrolled Bootana Hutta and the area surrounding it. Troonol was as much a negotiator as a commander, constantly making agreements with other Qunaalac lords.
TEXT_TOOLTIP_TX130S,A fast and maneuverable "fighter tank" line developed by the Galactic Republic as a medium armor asset. Fixed weapons require it to face the target to bring its full firepower to bear while shields make up for somewhat light armor.
TEXT_TOOLTIP_TX130S_COMMANDER_COMPANY,Company: 1x TX-130S Fighter Tank
TEXT_TOOLTIP_TX130S_COMPANY,Company: 3x TX-130S Fighter Tank
TEXT_TOOLTIP_TX130S_HEALTH,Health: 200 (Medium Vehicle)
TEXT_TOOLTIP_TX130S_MOVE,Speed: 2.25 | Turn: 2.0 
TEXT_TOOLTIP_TX130S_SHIELD,Shields: 75 / [10/R] (Light Vehicle)
TEXT_TOOLTIP_TX130S_WEAP1,1x AV Beam Cannon: 12 / 3.5s / 320m
TEXT_TOOLTIP_TX130S_WEAP2,1x AV Blaster Cannon: 2 / 2.0s / 320m
TEXT_TOOLTIP_TX130S_WEAP3,1x Proton Missile: 1 / 15.0s / 320m
TEXT_TOOLTIP_TX130T,An endwar conversion of the TX-130 hull that managed to add space for a small onboard fireteam by heavily re-arranging internal components, at the cost of the base frame modularity and a different optimal munitions load. Performance otherwise comparable to the baseline TX-130S.
TEXT_TOOLTIP_TX130T_COMPANY,Company: 3x TX-130T Fighter Tank
TEXT_TOOLTIP_TX130T_WEAP3,1x Heavy Proton Missile: 1 / 30.0s / 320m
TEXT_TOOLTIP_UBRIKKIAN_CRUISER,One of the uncountable examples of licensed for production models of the venerable Dreadnaught-class cruiser, this Ubrikkian vessel has similar capabilities to the military models surrounding it, maintained over its service life. The main differences are in the aesthetics, which are more suited towards Hutt and similar buyers than coreward Human cultures.
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_HULL,Hull: 2380 (Heavy Frigate)
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_MOVE_CW,Speed: 3.85 | Accel: 0.175 | Turn: 0.375
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_MOVE_GCW,Speed: 3.85 | Accel: 0.175 | Turn: 0.375
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_SHIELD_CW,Shields: 1800 / [18/R] (Frigate)
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_SHIELD_GCW,Shields: 2000 / [20/R] (Frigate)
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_WEAP1_CW,2x Medium Turbolasers: 2 / 2.0s / 6.1km
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_WEAP1_GCW,2x Heavy Turbolasers: 2 / 2.0s / 7.1km
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_WEAP2_CW,2x Heavy Laser Cannons: 2 / 2.0s / 4.6km
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_WEAP2_GCW,2x Light Turbolasers: 2 / 2.0s / 5.1km
TEXT_TOOLTIP_UBRIKKIAN_CRUISER_WEAP3,2x Light Quad Laser Cannons: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_ULAL,Ulal was the commander of a task force charged with patrolling the space around Varl. Unlike many Hutts, he relished the time spent commanding a warship and spent some five hundred years doing so.
TEXT_TOOLTIP_ULAV,The ULAV is a small and fast but fragile landspeeder developed by Sienar which originally saw extensive use but typically became rapidly phased out after the early years of the Empire.
TEXT_TOOLTIP_ULAV_COMPANY,Company: 4x Ultra-Light Assault Vehicle
TEXT_TOOLTIP_ULAV_EARLY_COMPANY,Company: 4x PDF Ultra-Light Assault Vehicle
TEXT_TOOLTIP_ULAV_EARLY_MOVE,Speed: 4.5 | Turn: 3.0 
TEXT_TOOLTIP_ULAV_EARLY_WEAP3,1x Concussion Grenade: 1 / 10.0s / 160m
TEXT_TOOLTIP_ULAV_HEALTH,Health: 140 (Light Vehicle)
TEXT_TOOLTIP_ULAV_MOVE,Speed: 4.0 | Turn: 3.0 
TEXT_TOOLTIP_ULAV_SHIELD,Shields: 40 / [4/R] (Light Vehicle)
TEXT_TOOLTIP_ULAV_WEAP1,1x AV Blaster Cannon: 2 / 2.0s / 320m
TEXT_TOOLTIP_ULAV_WEAP2,1x AI Blaster Cannon (AOE): 3 / 1.0s / 320m
TEXT_TOOLTIP_ULAV_WEAP3,1x Concussion Missile: 1 / 15.0s / 320m
TEXT_TOOLTIP_UMBARAN_HOVER_TANK,This unusual tank provides devastating plasma fire at long ranges. It is rarely seen outside the shadowy world of Umbara, but forms the first line of defense for any assaults that do make landfall.
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_COMPANY,Company: 3x Umbaran Hover Tank
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_HEALTH,Health: 250 (Heavy Vehicle)
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_MOVE,Speed: 2.5 | Turn: 3.0 
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_SHIELD,Shields: 50 / [3/R] (Light Vehicle)
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_WEAP1,2x Heavy Plasma Cannon: 1 / 2.0s / 400m
TEXT_TOOLTIP_UMBARAN_STARFIGHTER,The relative isolation of Umbara has produced a distinct starfighter tradition. The top of the line Zenuas 33 uses flexible wing vanes and an unconventional control to produce an extremely agile craft that can quickly deliver firepower at any angle, making for a dangerous territorial defense night fighter.
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_BASE,Health: 10 | Shields: 5
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_MOVE,Speed: 5.01 | Maneuverability: 6
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON,Squadron: 12x Zenuas 33 Squadron
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON_DOUBLE,Squadron: 24x Zenuas 33 Squadron
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON_HALF,Squadron: 6x Zenuas 33 Squadron
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_WEAP1,1x Fighter Laser Cannon: 4 / 2.0s / 1.0km
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_WEAP2,1x Fighter Proton Torpedo: 1 / 50.0s / 1.8km
TEXT_TOOLTIP_UNITS_PIRATE_BASE,Pirate Fleet: Allows unique unit construction
TEXT_TOOLTIP_UNITS_PIRATE_BASE_PENALTY,Increased build time for pirate units: 10x build time
TEXT_TOOLTIP_UTAA,Dedicated anti-air repulsorlift vehicle developed for the Clone Wars with the wave of other military vehicles. Has token self-defense guns to protect its battery of AA missiles. Eventually succeeded by the AT-AA Walker for general use, which was more resilient and versatile. 
TEXT_TOOLTIP_UTAA_COMPANY,Company: 2x UT-AA
TEXT_TOOLTIP_UTAA_HEALTH,Health: 225 (Medium Vehicle)
TEXT_TOOLTIP_UTAA_MOVE,Speed: 1.25 | Turn: 2.0 
TEXT_TOOLTIP_UTAA_WEAP1,1x Flak Missile: 4 / 2.0s / 400m
TEXT_TOOLTIP_UTAA_WEAP2,2x Light AV Blaster Cannons: 2 / 3.0s / 320m
TEXT_TOOLTIP_V_WING,An extremely fast interceptor with a respectable armament. Developed by Walex Blissex during the Clone Wars to be launched in swarms by mainline Republic carriers, it would later be phased out after a few years of Imperial service in favour of the more cost-effective TIE series. It is best used to engage enemy fighters or respond to incoming bombers.
TEXT_TOOLTIP_V_WING_BOMBER,Rare variant of the V-wing interceptor that adds bomber level armaments to its frame.
TEXT_TOOLTIP_VAAT,The Variable Altitude Assault Transport/enforcement was a Rothana Heavy Engineering gunship transport design which predates the LAAT. It lacks the firepower of its successor design but provides a lot more protection to its occupants and is more resilient to incoming fire. It was seen in service in a range of local security forces including those based on Coruscant before the Clone Wars and would remain in service with law enforcement agencies even into the Galactic Civil War.
TEXT_TOOLTIP_VAAT_COMPANY,Company: 1x VAAT/e
TEXT_TOOLTIP_VAAT_HEALTH,Health: 400 (Heavy Speeder)
TEXT_TOOLTIP_VAAT_HEALTH_COMMANDER,Health: 480 (Heavy Speeder)
TEXT_TOOLTIP_VAAT_MOVE,Speed: 3.0 | Turn: 3.2
TEXT_TOOLTIP_VAAT_WEAP1,2x AV Blaster Cannons: 2 / 2.0s / 400m
TEXT_TOOLTIP_VAAT_WEAP2,1x Proton Missile: 1 / 5.0s / 400m
TEXT_TOOLTIP_VALOR_HULL,Hull: 21000 (Capital)
TEXT_TOOLTIP_VALOR_SHIELD,Shields: 22000 / [110/R] (Capital)
TEXT_TOOLTIP_VALOR_SQUADRON,Fighters: 3 / 17 | Bombers: 2 / 13 | Corvettes: 3 / 3
TEXT_TOOLTIP_VALOR_SQUADRON_CSA,Fighters: 3 / 17 | Bombers: 2 / 13 | Corvettes: 2 / 2
TEXT_TOOLTIP_VALOR_SQUADRON_HUTTS,Fighters: 4 / 26 | Bombers: 1 / 4 | Corvettes: 4 / 4
TEXT_TOOLTIP_VALOR_WEAP1,16x Medium Dual Turbolasers: 2 / 2.5s / 7.5km
TEXT_TOOLTIP_VALOR_WEAP2,8x Light Dual Laser Cannons: 2 / 0.5s / 5.0km
TEXT_TOOLTIP_VALOR_WEAP3,3x Proton Torpedoes: 1 / 5.0s / 6.5km
TEXT_TOOLTIP_VANGAR,Vangar is a dreaded Barabel pirate lord based on Prexiar. His enemies are treated cruelly and failures and traitors among his own crew fare scarcely better against his short temper. For all his use in combat situations, Vangar is carefully managed by a group of "advisors" who ensure the subtler aspects of piracy are not hampered by their fearsome leader.
TEXT_TOOLTIP_VEILED_QUEEN,The Veiled Sorority is a secretive pirate group led by a Pirate Queen and an all-female advisory council. The Sorority remains almost unknown to the public and authorities due to limiting their targets to other criminal organizations which led to a costly confrontation with the Zann Consortium.
TEXT_TOOLTIP_VEILED_QUEEN_SQUADRON,Fighters: 0.5 / 0
TEXT_TOOLTIP_VENATOR,An iconic carrier-destroyer hybrid. The Republic-designed Star Destroyer was introduced early in the Clone Wars with a large hangar and notable dual-bridge towers. It relies heavily on its fighter complement and is intended to be supported by other vessels such as its counterpart, the Victory-I. It is decently well rounded in spite of its focus on fighter tactics but best not used against larger ships.
TEXT_TOOLTIP_VENATOR_HULL,Hull: 3240 (Heavy Frigate)
TEXT_TOOLTIP_VENATOR_MOVE,Speed: 4.55 | Accel: 0.2 | Turn: 0.4
TEXT_TOOLTIP_VENATOR_REFIT,Common Venator-class refurbishment employed by a variety of groups, such as criminal organisations and small Hutt clans. Availability spikes as Clone Wars surplus is sold to local forces and groups or picked up at mothballs. Consists mostly of weapon modifications intended to aid in support of other capital ships and for piracy operations. Has a hard time killing other capital-scale vessels on its own.
TEXT_TOOLTIP_VENATOR_REFIT_SHIELD,Shields: 3200 / [32/R] (Heavy Frigate)
TEXT_TOOLTIP_VENATOR_REFIT_SQUADRON,Fighters: 2 / 7 | Bombers: 1 / 2
TEXT_TOOLTIP_VENATOR_REFIT_WEAP1,4x Heavy Dual Ion Cannons: 2 / 5.0s / 7.2km
TEXT_TOOLTIP_VENATOR_REFIT_WEAP2,2x Assault Concussion Missiles: 2 / 20.0s / 7.2km
TEXT_TOOLTIP_VENATOR_RESEARCH,Enables the construction of the powerful Venator-class Star Destroyer.
TEXT_TOOLTIP_VENATOR_SHIELD,Shields: 3000 / [30/R] (Heavy Frigate)
TEXT_TOOLTIP_VENATOR_SQUADRON,Fighters: 2 / 7 | Bombers: 2 / 7
TEXT_TOOLTIP_VENATOR_WEAP1,4x Heavy Dual Turbolasers: 2 / 5.0s / 7.2km
TEXT_TOOLTIP_VENATOR_WEAP2,2x Medium Dual Turbolasers: 1 / 5.0s / 6.2km
TEXT_TOOLTIP_VENATOR_WEAP3,2x Medium Turbolasers: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_VENATOR_WEAP4,2x Light Dual Laser Cannons: 2 / 0.38s / 3.7km
TEXT_TOOLTIP_VENATOR_WEAP5,2x Proton Torpedoes: 2 / 20.0s / 5.2km
TEXT_TOOLTIP_VICTORY_I_FRIGATE,A versatile fast frigate with diverse weaponry, it is the first iteration of a line with roots in the Clone Wars. It is well-rounded but lacks fighter support and is best used to assist larger capitals.
